﻿year,region,energy_cost,size_estabish,value,unit,source
2560,กรุงเทพมหานคร,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,26 - 30 คน,1597.49,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,31 - 50 คน,5972.38,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,51 - 200 คน,62043.45,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,มากกว่า 200 คน,123891.36,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,รวม,1065945.91,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,1 - 15 คน,1533.36,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,16 - 25 คน,1007,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,26 - 30 คน,579.78,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,31 - 50 คน,2251.47,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,51 - 200 คน,466574.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,มากกว่า 200 คน,593999.63,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,รวม,470332.33,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,1 - 15 คน,11847.33,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,16 - 25 คน,6071.01,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,26 - 30 คน,2736.26,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,31 - 50 คน,4253.34,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,51 - 200 คน,109152.86,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,มากกว่า 200 คน,336271.54,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,รวม,114187.68,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,31 - 50 คน,657.33,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,51 - 200 คน,27237.69,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,มากกว่า 200 คน,86292.66,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าโฆษณา,รวม,1015842.16,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าโฆษณา,1 - 15 คน,3213.69,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าโฆษณา,16 - 25 คน,1100,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าโฆษณา,26 - 30 คน,48.33,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าโฆษณา,31 - 50 คน,245920.21,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าโฆษณา,51 - 200 คน,94598.61,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าโฆษณา,มากกว่า 200 คน,670961.31,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเบี้ยประกันภัย,รวม,308962.18,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเบี้ยประกันภัย,1 - 15 คน,68361.3,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเบี้ยประกันภัย,16 - 25 คน,2853.88,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเบี้ยประกันภัย,26 - 30 คน,193.33,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเบี้ยประกันภัย,31 - 50 คน,2706.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเบี้ยประกันภัย,51 - 200 คน,113797.92,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเบี้ยประกันภัย,มากกว่า 200 คน,121049.08,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,รวม,281252.79,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,1 - 15 คน,8191.91,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,16 - 25 คน,152029.3,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,26 - 30 คน,1682.46,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,31 - 50 คน,3530.47,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,51 - 200 คน,50443.04,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,มากกว่า 200 คน,65375.62,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,รวม,148939.24,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,1 - 15 คน,1118.95,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,16 - 25 คน,334.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,26 - 30 คน,558.73,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,31 - 50 คน,1353.33,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,51 - 200 คน,8410.36,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,มากกว่า 200 คน,137163.19,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าขนส่งสินค้า (ที่ขาย),รวม,19286.32,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าขนส่งสินค้า (ที่ขาย),มากกว่า 200 คน,19286.32,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่านายหน้า,รวม,1060126.9,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่านายหน้า,1 - 15 คน,5400,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่านายหน้า,31 - 50 คน,23586.69,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่านายหน้า,51 - 200 คน,52736.31,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่านายหน้า,มากกว่า 200 คน,978403.9,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่ารับรอง,รวม,179018.28,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่ารับรอง,1 - 15 คน,23.13,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่ารับรอง,31 - 50 คน,19333.35,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่ารับรอง,51 - 200 คน,21853.34,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่ารับรอง,มากกว่า 200 คน,137808.47,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่ากำจัดขยะ,รวม,29720.63,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่ากำจัดขยะ,1 - 15 คน,7611.25,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่ากำจัดขยะ,16 - 25 คน,219.49,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่ากำจัดขยะ,26 - 30 คน,44.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่ากำจัดขยะ,31 - 50 คน,2271.24,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่ากำจัดขยะ,51 - 200 คน,6945.63,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่ากำจัดขยะ,มากกว่า 200 คน,12628.49,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องใช้ที่ทำด้วยผ้า,รวม,493709.7,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องใช้ที่ทำด้วยผ้า,1 - 15 คน,22244.2,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องใช้ที่ทำด้วยผ้า,16 - 25 คน,12606.69,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องใช้ที่ทำด้วยผ้า,26 - 30 คน,750.95,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องใช้ที่ทำด้วยผ้า,31 - 50 คน,817.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องใช้ที่ทำด้วยผ้า,51 - 200 คน,32473.66,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเครื่องใช้ที่ทำด้วยผ้า,มากกว่า 200 คน,424816.68,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,รวม,373201.59,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,1 - 15 คน,18442.7,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,16 - 25 คน,5865.01,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,26 - 30 คน,945.81,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,31 - 50 คน,20902.16,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,51 - 200 คน,79545.65,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าผลิตภัณฑ์ทำความสะอาดต่าง ๆ,มากกว่า 200 คน,247500.27,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,รวม,126348.5,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,51 - 200 คน,35210.05,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,มากกว่า 200 คน,91138.45,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าธรรมเนียมใบอนุญาต,รวม,236575.6,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าธรรมเนียมใบอนุญาต,1 - 15 คน,4686.89,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าธรรมเนียมใบอนุญาต,16 - 25 คน,4294.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าธรรมเนียมใบอนุญาต,26 - 30 คน,52.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าธรรมเนียมใบอนุญาต,31 - 50 คน,2116.09,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าธรรมเนียมใบอนุญาต,51 - 200 คน,162176.8,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าธรรมเนียมใบอนุญาต,มากกว่า 200 คน,63248.48,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าบำรุงการกุศล,รวม,26357.09,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าบำรุงการกุศล,1 - 15 คน,73.88,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าบำรุงการกุศล,16 - 25 คน,1080,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าบำรุงการกุศล,51 - 200 คน,4610,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าบำรุงการกุศล,มากกว่า 200 คน,20593.21,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,รวม,884666.38,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,1 - 15 คน,12290.19,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,16 - 25 คน,3796.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,26 - 30 คน,3474.95,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,31 - 50 คน,18173.35,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,51 - 200 คน,212314.33,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าซ่อมแซมสิ่งก่อสร้าง ยานพาหนะ เครื่องจักรและเครื่องมือฯลฯ,มากกว่า 200 คน,634616.9,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,รวม,24918.71,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,1 - 15 คน,2331.2,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเช่ายานพาหนะ เครื่องจักรและเครื่องมือ ฯลฯ,มากกว่า 200 คน,22587.51,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,รวม,793352.61,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,1 - 15 คน,110403.99,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,16 - 25 คน,39460.05,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,51 - 200 คน,308416.59,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,มากกว่า 200 คน,335071.98,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเช่าที่ดิน,รวม,714921.37,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเช่าที่ดิน,1 - 15 คน,5550,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าเช่าที่ดิน,มากกว่า 200 คน,709371.37,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,รวม,1580.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,มากกว่า 200 คน,1580.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าดอกเบี้ยจ่าย,รวม,966485.8,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าดอกเบี้ยจ่าย,1 - 15 คน,2558.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าดอกเบี้ยจ่าย,31 - 50 คน,16626.68,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าดอกเบี้ยจ่าย,51 - 200 คน,442424.68,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,ค่าดอกเบี้ยจ่าย,มากกว่า 200 คน,504875.77,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,หนี้สูญ,รวม,6072.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,หนี้สูญ,มากกว่า 200 คน,6072.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,อื่นๆ,รวม,6457909.55,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,อื่นๆ,1 - 15 คน,145071.8,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,อื่นๆ,16 - 25 คน,5041.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,อื่นๆ,51 - 200 คน,659770.2,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กรุงเทพมหานคร,อื่นๆ,มากกว่า 200 คน,5648025.88,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,รวม,รวม,18632451.8,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,รวม,1 - 15 คน,3154682.98,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,รวม,16 - 25 คน,849081.24,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,รวม,26 - 30 คน,550007.06,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,รวม,31 - 50 คน,2031840.6,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,รวม,51 - 200 คน,6443900.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,รวม,มากกว่า 200 คน,5602939.38,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,รวม,6519530.4,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,1 - 15 คน,807918.07,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,16 - 25 คน,274291.89,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,26 - 30 คน,260041.34,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,31 - 50 คน,635464.06,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,51 - 200 คน,2529967.63,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,มากกว่า 200 คน,2011847.4,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าไฟฟ้า,รวม,2776034.27,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าไฟฟ้า,1 - 15 คน,885858.5,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าไฟฟ้า,16 - 25 คน,177649.37,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าไฟฟ้า,26 - 30 คน,105784.48,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าไฟฟ้า,31 - 50 คน,225086.3,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าไฟฟ้า,51 - 200 คน,946856.76,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าไฟฟ้า,มากกว่า 200 คน,434798.86,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำประปา,รวม,499179.94,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำประปา,1 - 15 คน,170522.02,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำประปา,16 - 25 คน,26840.32,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำประปา,26 - 30 คน,25460.06,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำประปา,31 - 50 คน,73355.76,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำประปา,51 - 200 คน,137266.64,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำประปา,มากกว่า 200 คน,65735.15,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าก๊าซ,รวม,215310.6,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าก๊าซ,1 - 15 คน,19096.22,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าก๊าซ,16 - 25 คน,6179.76,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าก๊าซ,26 - 30 คน,8476.82,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าก๊าซ,31 - 50 คน,50923.57,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าก๊าซ,51 - 200 คน,91041.25,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าก๊าซ,มากกว่า 200 คน,39592.99,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำมันเชื้อเพลิง,รวม,367847.86,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำมันเชื้อเพลิง,1 - 15 คน,119243.81,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำมันเชื้อเพลิง,16 - 25 คน,24343.78,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำมันเชื้อเพลิง,26 - 30 คน,13658.91,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำมันเชื้อเพลิง,31 - 50 คน,60394.91,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำมันเชื้อเพลิง,51 - 200 คน,91888.6,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าน้ำมันเชื้อเพลิง,มากกว่า 200 คน,58317.85,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,รวม,157326.92,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,1 - 15 คน,51846.41,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,16 - 25 คน,8786.84,พันบาท,สำนักงานสถิติแห่งชาติ
