﻿year,region,energy_cost,size_estabish,value,unit,source
2560,กลาง,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,16 - 25 คน,5655.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,26 - 30 คน,1866.62,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,31 - 50 คน,10087.07,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,51 - 200 คน,15638.78,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าเช่าอาคาร/ อาคารพร้อมที่ดิน,มากกว่า 200 คน,11845.91,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าเช่าที่ดิน,รวม,854438.66,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าเช่าที่ดิน,1 - 15 คน,72045.15,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าเช่าที่ดิน,16 - 25 คน,15970.05,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าเช่าที่ดิน,26 - 30 คน,16550,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าเช่าที่ดิน,31 - 50 คน,4260.19,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าเช่าที่ดิน,51 - 200 คน,31247.74,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าเช่าที่ดิน,มากกว่า 200 คน,714365.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,รวม,23238.22,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,1 - 15 คน,10143.71,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,16 - 25 คน,433,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,31 - 50 คน,1395.05,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,51 - 200 คน,5951.13,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ขาดทุนจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนฯ,มากกว่า 200 คน,5315.34,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าดอกเบี้ยจ่าย,รวม,973777.64,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าดอกเบี้ยจ่าย,1 - 15 คน,84304.16,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าดอกเบี้ยจ่าย,16 - 25 คน,5100.42,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าดอกเบี้ยจ่าย,26 - 30 คน,922.39,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าดอกเบี้ยจ่าย,31 - 50 คน,221795.37,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าดอกเบี้ยจ่าย,51 - 200 คน,238844.46,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,ค่าดอกเบี้ยจ่าย,มากกว่า 200 คน,422810.84,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,หนี้สูญ,รวม,41758.73,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,หนี้สูญ,1 - 15 คน,2958.03,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,หนี้สูญ,26 - 30 คน,20,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,หนี้สูญ,31 - 50 คน,274.15,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,หนี้สูญ,51 - 200 คน,5971.8,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,หนี้สูญ,มากกว่า 200 คน,32534.75,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,อื่นๆ,รวม,3059529.41,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,อื่นๆ,1 - 15 คน,194925.36,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,อื่นๆ,16 - 25 คน,140651.61,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,อื่นๆ,26 - 30 คน,34292.81,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,อื่นๆ,31 - 50 คน,540300.88,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,อื่นๆ,51 - 200 คน,1426476.06,พันบาท,สำนักงานสถิติแห่งชาติ
2560,กลาง,อื่นๆ,มากกว่า 200 คน,722882.69,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,รวม,รวม,8044546.51,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,รวม,1 - 15 คน,1664873.29,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,รวม,16 - 25 คน,668846.35,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,รวม,26 - 30 คน,560749.94,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,รวม,31 - 50 คน,890519.26,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,รวม,51 - 200 คน,2231596.38,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,รวม,มากกว่า 200 คน,2027961.29,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,รวม,2603619.48,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,1 - 15 คน,446934.95,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,16 - 25 คน,115824.09,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,26 - 30 คน,71741.51,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,31 - 50 คน,358341.76,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,51 - 200 คน,654195.09,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าซื้อสินค้าประเภทอาหารและเครื่องดื่ม,มากกว่า 200 คน,956582.08,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไฟฟ้า,รวม,1115455.55,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไฟฟ้า,1 - 15 คน,477279.23,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไฟฟ้า,16 - 25 คน,93965.46,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไฟฟ้า,26 - 30 คน,65375.58,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไฟฟ้า,31 - 50 คน,100074.44,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไฟฟ้า,51 - 200 คน,206403.1,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไฟฟ้า,มากกว่า 200 คน,172357.73,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำประปา,รวม,159308.42,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำประปา,1 - 15 คน,89545.2,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำประปา,16 - 25 คน,23166.46,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำประปา,26 - 30 คน,7533.42,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำประปา,31 - 50 คน,11555.96,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำประปา,51 - 200 คน,22640.44,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำประปา,มากกว่า 200 คน,4866.95,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าก๊าซ,รวม,84515.5,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าก๊าซ,1 - 15 คน,9875.46,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าก๊าซ,16 - 25 คน,2764.41,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าก๊าซ,26 - 30 คน,537.69,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าก๊าซ,31 - 50 คน,4705.4,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าก๊าซ,51 - 200 คน,10649.84,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าก๊าซ,มากกว่า 200 คน,55982.69,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำมันเชื้อเพลิง,รวม,76787.97,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำมันเชื้อเพลิง,1 - 15 คน,46404.94,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำมันเชื้อเพลิง,16 - 25 คน,13108.62,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำมันเชื้อเพลิง,26 - 30 คน,899.07,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำมันเชื้อเพลิง,31 - 50 คน,6183.93,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำมันเชื้อเพลิง,51 - 200 คน,9926.89,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าน้ำมันเชื้อเพลิง,มากกว่า 200 คน,264.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,รวม,55676.89,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,1 - 15 คน,34095.26,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,16 - 25 คน,4926.12,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,26 - 30 คน,2156.83,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,31 - 50 คน,5202.54,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,51 - 200 คน,8893.44,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าไปรษณีย์ ค่าโทรศัพท์ ค่าโทรสาร,มากกว่า 200 คน,402.71,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,รวม,234523.78,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,1 - 15 คน,17155.24,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,16 - 25 คน,2642.77,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,26 - 30 คน,12823.37,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,31 - 50 คน,9449.88,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,51 - 200 คน,71317.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องเขียน แบบพิมพ์ หนังสือพิมพ์ และวัสดุสิ้นเปลือง,มากกว่า 200 คน,121134.99,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,รวม,119752.24,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,1 - 15 คน,17176.05,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,16 - 25 คน,6865.93,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,26 - 30 คน,2294.37,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,31 - 50 คน,66158.68,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,51 - 200 คน,21397.42,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าทำบัญชี ค่าปรึกษา ค่าทนายความ ค่าตรวจสอบบัญชี,มากกว่า 200 คน,5859.8,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,รวม,211811.3,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,1 - 15 คน,796.72,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,16 - 25 คน,671.63,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,26 - 30 คน,582.66,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,31 - 50 คน,1091.93,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,51 - 200 คน,70019.85,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายในการฝึกอบรม ค่าวิจัยวางแผนและพัฒนา ค่าจ้างผู้เชี่ยวชาญต่างประเทศ,มากกว่า 200 คน,138648.52,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าโฆษณา,รวม,105780.93,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าโฆษณา,1 - 15 คน,14255.95,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าโฆษณา,16 - 25 คน,1837.12,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าโฆษณา,26 - 30 คน,6272.25,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าโฆษณา,31 - 50 คน,2025.38,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าโฆษณา,51 - 200 คน,27113.25,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าโฆษณา,มากกว่า 200 คน,54276.97,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเบี้ยประกันภัย,รวม,65952.48,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเบี้ยประกันภัย,1 - 15 คน,20950.16,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเบี้ยประกันภัย,16 - 25 คน,5092.7,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเบี้ยประกันภัย,26 - 30 คน,3953.52,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเบี้ยประกันภัย,31 - 50 คน,8340.19,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเบี้ยประกันภัย,51 - 200 คน,11892.7,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเบี้ยประกันภัย,มากกว่า 200 คน,15723.21,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,รวม,77353.81,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,1 - 15 คน,44242.69,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,16 - 25 คน,5280.55,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,26 - 30 คน,1420.82,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,31 - 50 คน,11701.39,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,51 - 200 คน,14608.35,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการใช้บริการอินเทอร์เน็ต,มากกว่า 200 คน,100,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,รวม,79645.66,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,1 - 15 คน,5406.62,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,16 - 25 คน,1771.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,26 - 30 คน,134.16,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,31 - 50 คน,874.41,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,51 - 200 คน,35741.5,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าใช้จ่ายเกี่ยวกับการบำรุงรักษาอุปกรณ์คอมพิวเตอร์,มากกว่า 200 คน,35717.45,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าขนส่งสินค้า (ที่ขาย),รวม,25266.49,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าขนส่งสินค้า (ที่ขาย),1 - 15 คน,23452.85,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าขนส่งสินค้า (ที่ขาย),16 - 25 คน,71,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าขนส่งสินค้า (ที่ขาย),31 - 50 คน,54.45,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าขนส่งสินค้า (ที่ขาย),51 - 200 คน,1688.19,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่านายหน้า,รวม,264342.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่านายหน้า,1 - 15 คน,2287.34,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่านายหน้า,16 - 25 คน,40485.21,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่านายหน้า,26 - 30 คน,16950.96,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่านายหน้า,31 - 50 คน,118883.39,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่านายหน้า,51 - 200 คน,79862.74,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่านายหน้า,มากกว่า 200 คน,5873.04,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ารับรอง,รวม,75522.99,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ารับรอง,1 - 15 คน,7196.84,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ารับรอง,16 - 25 คน,731.68,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ารับรอง,26 - 30 คน,95.9,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ารับรอง,31 - 50 คน,578.98,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ารับรอง,51 - 200 คน,24574.92,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ารับรอง,มากกว่า 200 คน,42344.67,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ากำจัดขยะ,รวม,19414.79,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ากำจัดขยะ,1 - 15 คน,13952.95,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ากำจัดขยะ,16 - 25 คน,2220.08,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ากำจัดขยะ,26 - 30 คน,793.41,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ากำจัดขยะ,31 - 50 คน,1148.93,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ากำจัดขยะ,51 - 200 คน,1249.43,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่ากำจัดขยะ,มากกว่า 200 คน,50,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,รวม,86758.26,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,1 - 15 คน,31862.73,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,16 - 25 คน,21247.23,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,26 - 30 คน,23065.31,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,31 - 50 คน,1576.08,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,51 - 200 คน,8946.9,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าเครื่องใช้ที่ทำด้วยผ้า,มากกว่า 200 คน,60,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่างๆ,รวม,140629.73,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่างๆ,1 - 15 คน,62405.77,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่างๆ,16 - 25 คน,8432.31,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่างๆ,26 - 30 คน,4055.38,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่างๆ,31 - 50 คน,4198.05,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่างๆ,51 - 200 คน,45407.58,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าผลิตภัณฑ์ทำความสะอาดต่างๆ,มากกว่า 200 คน,16130.65,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,รวม,17224.73,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,1 - 15 คน,3737.53,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,16 - 25 คน,1254.07,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,26 - 30 คน,313.19,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,31 - 50 คน,50,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,51 - 200 คน,6359.16,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าพาหนะและค่าที่พักที่ใช้เฉพาะเพื่อกิจการ,มากกว่า 200 คน,5510.78,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าธรรมเนียมใบอนุญาต,รวม,40479.9,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าธรรมเนียมใบอนุญาต,1 - 15 คน,20635.39,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าธรรมเนียมใบอนุญาต,16 - 25 คน,3413.06,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าธรรมเนียมใบอนุญาต,26 - 30 คน,628.37,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าธรรมเนียมใบอนุญาต,31 - 50 คน,5846.39,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าธรรมเนียมใบอนุญาต,51 - 200 คน,2949.89,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าธรรมเนียมใบอนุญาต,มากกว่า 200 คน,7006.8,พันบาท,สำนักงานสถิติแห่งชาติ
2560,เหนือ,ค่าบำรุงการกุศล,รวม,24311.68,พันบาท,สำนักงานสถิติแห่งชาติ
